id,pickup_dt,borough,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
16335,2015-04-13 13:00:00,Bronx,3.0,10.0,56.0,33.0,1028.0,0.0,0.0,0.01,0.0,N
6336,2015-02-10 00:00:00,Manhattan,18.0,10.0,27.0,18.0,1016.1,0.0,0.0,0.01,8.0,N
11177,2015-03-12 03:00:00,Staten Island,8.0,10.0,50.0,26.0,1018.5,0.0,0.01,0.0,6.41666666666667,N
10589,2015-03-08 11:00:00,Brooklyn,0.0,10.0,38.0,22.0,1016.8,0.0,0.0483333333333333,0.303333333333333,17.5,N
14284,2015-03-31 14:00:00,Staten Island,7.5,10.0,44.0,22.0,1011.7,0.0,0.0,0.0566666666666667,0.0,N
15871,2015-04-10 15:00:00,Staten Island,0.0,1.9333333333333302,43.0,40.6666666666667,1014.5,0.0,0.0,0.01,0.0,N
16121,2015-04-12 04:00:00,Queens,7.0,10.0,45.0,25.0,1023.2,0.0,0.0,0.0,0.0,N
9774,2015-03-03 10:00:00,Brooklyn,5.0,10.0,24.0,7.0,1029.7,0.0,0.0,0.0,14.791666666666698,N
22181,2015-05-19 16:00:00,EWR,0.0,2.6666666666666696,65.3333333333333,59.3333333333333,1013.3,0.0,0.0,0.0,0.0,N
20468,2015-05-09 03:00:00,Staten Island,5.0,8.0,62.0,55.0,1022.6,0.0,0.0,0.0,0.0,N
22643,2015-05-22 11:00:00,Staten Island,0.0,10.0,56.0,42.0,1012.5,0.0,0.0,0.0,0.0,N
11946,2015-03-16 23:00:00,Bronx,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N
16532,2015-04-14 18:00:00,Staten Island,3.0,10.0,62.0,37.0,1021.2,0.0,0.01,0.13,0.0,N
1233,2015-01-08 19:00:00,,8.0,10.0,20.0,-1.0,1027.5,0.0,0.0,0.0,0.4166666666666671,N
21214,2015-05-13 18:00:00,EWR,10.0,10.0,68.0,40.0,1018.3,0.0,0.0,0.0,0.0,N
4063,2015-01-26 16:00:00,Manhattan,16.0,1.76666666666667,23.6666666666667,15.666666666666698,1015.1,0.00333333333333333,0.0,0.01,2.0,N
17703,2015-04-22 00:00:00,Staten Island,8.66666666666667,10.0,60.0,25.0,1006.8,0.0,0.0,0.0,0.0,N
26781,2015-06-16 19:00:00,Manhattan,0.0,2.625,73.5,68.5,1010.2,0.01,0.0,0.0,0.0,N
12877,2015-03-22 18:00:00,Staten Island,9.0,10.0,40.0,10.0,1017.5,0.0,0.0,0.01,0.0,N
28670,2015-06-28 08:00:00,Bronx,13.0,3.3333333333333304,64.0,61.0,1005.5,0.1,0.42,0.0,0.0,N
27591,2015-06-21 17:00:00,Manhattan,8.0,10.0,83.0,67.0,1005.7,0.0,0.0975,0.0,0.0,N
23239,2015-05-26 03:00:00,Bronx,3.0,10.0,74.0,56.0,1022.3,0.0,0.0,0.025,0.0,N
9943,2015-03-04 11:00:00,Manhattan,3.0,4.5,36.0,32.0,1008.9,0.005,0.0,0.0,13.75,N
